id,product_id,product_name,manufacturer,product_category,voc_content_g_per_L,effective_voc_diluted_g_per_L,dilution_ratio,coverage_sqft_per_L,price_per_litre_cad,certifications,healthcare_approved,recommended_facility_types,compliant_jurisdiction_count,total_jurisdictions_checked,compliant_jurisdictions,non_compliant_jurisdictions,din_npn,sds_available,voc_classification,ipac_compatible,green_seal_eligible
950,PROD-378A2B26,Core Products Co. FreshZone Wick 500,Core Products Co.,Air Freshener (Liquid/Wick),3.6,3.6,RTU (Ready-to-Use),1768,10.62,Green Seal GS-37; UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Psychiatric Facility; Rehabilitation Centre; Dental Clinic,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,Yes
951,PROD-5C7788B2,GOJO Industries AdhesiOff Pro Elite,GOJO Industries,Adhesive Remover,14.6,14.6,RTU (Ready-to-Use),26,13.28,UL ECOLOGO; EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Low VOC,Conditional,No
952,PROD-92008638,Rochester Midland Corporation CleanAir Mist Elite,Rochester Midland Corporation,Air Freshener (Spray),13.1,13.1,RTU (Ready-to-Use),1166,16.92,UL ECOLOGO,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Conditional,No
953,PROD-D8879940,Multi-Clean Inc. QuatSan Food Select,Multi-Clean Inc.,Sanitizer (Food Contact),19.7,0.08,1:256,382,19.51,EPA Safer Choice,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,DIN 02259787,Yes,Low VOC,Conditional,No
954,PROD-3812E657,Multi-Clean Inc. StainBreak Carpet Max,Multi-Clean Inc.,Spot Remover,19.8,19.8,RTU (Ready-to-Use),87,19.08,EPA Safer Choice,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
955,PROD-3CCFC9FC,Dustbane Products AirSafe Dust Control LV,Dustbane Products,Dust Suppressant,1.6,0.09,1:16,405,7.86,UL ECOLOGO; UL GREENGUARD Gold,Yes,Dental Clinic; Outpatient Surgery Centre; Rehabilitation Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,No
956,PROD-1E10BAAE,Essential Industries MetalCare SS Max,Essential Industries,Stainless Steel Cleaner,7.8,7.8,RTU (Ready-to-Use),350,6.64,Green Seal GS-37; UL ECOLOGO,Yes,Diagnostic Imaging Centre; Outpatient Surgery Centre; Emergency Department; Long-Term Care Home; Psychiatric Facility; Medical Office Building; Rehabilitation Centre,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,Yes
957,PROD-7914B03C,Core Products Co. HygiLaundry GS,Core Products Co.,Laundry Detergent (Institutional),7.1,0.02,1:400,,15.89,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Outpatient Surgery Centre; Rehabilitation Centre; Long-Term Care Home; Community Health Centre; Medical Office Building; Diagnostic Imaging Centre; Emergency Department; Acute Care Hospital; Dental Clinic,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
958,PROD-2DDD99E2,Clorox Professional FurniCare Pro GS,Clorox Professional,Furniture Maintenance Product,8.8,8.8,RTU (Ready-to-Use),177,10.2,UL ECOLOGO; LEED v4 Compliant,Yes,Long-Term Care Home; Emergency Department; Medical Office Building,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,Yes,No
959,PROD-1DE4D2AE,Carroll Company Facility Pro All-Surface Elite,Carroll Company,General Purpose Cleaner,10.2,0.16,1:64,665,6.94,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
960,PROD-CA78DBEC,Multi-Clean Inc. LowMoist CarpetCare Elite,Multi-Clean Inc.,Carpet Cleaner (Encapsulation),4.6,0.27,1:16,306,13.34,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Acute Care Hospital; Medical Office Building; Diagnostic Imaging Centre; Dental Clinic; Long-Term Care Home; Psychiatric Facility; Outpatient Surgery Centre; Rehabilitation Centre; Emergency Department,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Ultra-Low VOC,Yes,Yes
961,PROD-CC74AE6A,Chase Products Co. ResidueBreak 100,Chase Products Co.,Adhesive Remover,26.6,26.6,RTU (Ready-to-Use),78,17.76,None,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,No,No
962,PROD-004AF1DF,Dustbane Products MechaniClean HD,Dustbane Products,Heavy-Duty Hand Cleaner,8.9,8.9,RTU (Ready-to-Use),,16.8,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Emergency Department; Medical Office Building; Outpatient Surgery Centre; Acute Care Hospital; Psychiatric Facility; Dental Clinic; Long-Term Care Home,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
963,PROD-264E51A5,Pioneer Eclipse BaseCoat Remover Max,Pioneer Eclipse,Floor Wax Stripper,1.1,0.06,1:16,229,18.96,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Dental Clinic; Long-Term Care Home; Community Health Centre; Emergency Department; Diagnostic Imaging Centre; Psychiatric Facility; Acute Care Hospital; Rehabilitation Centre; Medical Office Building; Outpatient Surgery Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
964,PROD-1FBDEA71,Avmor Ltd. TextileClean Pro 500,Avmor Ltd.,Carpet Cleaner (Extraction),4.0,0.12,1:32,264,23.08,UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Medical Office Building; Acute Care Hospital; Rehabilitation Centre; Long-Term Care Home; Psychiatric Facility; Community Health Centre; Dental Clinic; Outpatient Surgery Centre; Emergency Department,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Ultra-Low VOC,Yes,No
965,PROD-2ED0E32A,Clorox Professional CleanAir Mist LV,Clorox Professional,Air Freshener (Spray),28.3,28.3,RTU (Ready-to-Use),899,7.88,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
966,PROD-FB8F4EAE,Rochester Midland Corporation OmniClean Daily Plus,Rochester Midland Corporation,General Purpose Cleaner,5.9,5.9,RTU (Ready-to-Use),480,15.14,LEED v4 Compliant,Yes,Psychiatric Facility; Diagnostic Imaging Centre; Rehabilitation Centre; Acute Care Hospital; Outpatient Surgery Centre; Long-Term Care Home,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Yes,No
967,PROD-21562D00,Enviro-Solutions StickerStrip 700,Enviro-Solutions,Adhesive Remover,17.2,17.2,RTU (Ready-to-Use),27,11.97,None,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Low VOC,Conditional,No
968,PROD-3D3B2D27,Multi-Clean Inc. SSClean Pro LV,Multi-Clean Inc.,Stainless Steel Cleaner,7.3,7.3,RTU (Ready-to-Use),103,6.38,Green Seal GS-37,Yes,Outpatient Surgery Centre; Acute Care Hospital; Community Health Centre; Diagnostic Imaging Centre; Long-Term Care Home,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,No,Low VOC,Yes,Yes
969,PROD-37E73C61,Charlotte Products UrbanClean Graffiti GS,Charlotte Products,Graffiti Remover,35.6,35.6,RTU (Ready-to-Use),27,44.36,None,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,No,No
970,PROD-EA584FB5,Enviro-Solutions DuraCoat Healthcare Ultra,Enviro-Solutions,Floor Finish / Polish,1.8,1.8,RTU (Ready-to-Use),164,28.22,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Long-Term Care Home; Acute Care Hospital; Emergency Department; Psychiatric Facility; Dental Clinic; Community Health Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Ultra-Low VOC,Yes,Yes
971,PROD-D4CA4FF0,Avmor Ltd. C-Diff Shield RTU EC,Avmor Ltd.,Disinfectant (Spray),26.3,26.3,RTU (Ready-to-Use),313,11.63,EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,DIN 02203764,Yes,Low VOC,No,No
972,PROD-6DC83E87,Procter & Gamble Professional DeepClean Carpet Extract 300,Procter & Gamble Professional,Carpet Cleaner (Extraction),6.6,0.1,1:64,256,10.22,UL ECOLOGO,Yes,Community Health Centre; Outpatient Surgery Centre; Diagnostic Imaging Centre; Medical Office Building; Acute Care Hospital; Dental Clinic; Emergency Department,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
973,PROD-83406083,Buckeye International GraffitiGone Pro Select,Buckeye International,Graffiti Remover,35.3,35.3,RTU (Ready-to-Use),16,26.06,None,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,No,No
974,PROD-012CD695,National Chemical Laboratories TileGuard Plus LV,National Chemical Laboratories,Bathroom and Tile Cleaner,11.7,0.18,1:64,414,16.4,UL ECOLOGO,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
975,PROD-52874573,Swish Maintenance SurfaceSilk Furniture EC,Swish Maintenance,Furniture Maintenance Product,15.4,15.4,RTU (Ready-to-Use),132,20.79,None,No,,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
976,PROD-DFAA337E,Chase Products Co. QuickSpot Remover Elite,Chase Products Co.,Spot Remover,4.0,4.0,RTU (Ready-to-Use),182,20.87,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Outpatient Surgery Centre; Emergency Department; Rehabilitation Centre; Psychiatric Facility; Medical Office Building,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
977,PROD-7431A4A7,Midlab Inc. ThermalWash Pro Pro,Midlab Inc.,Laundry Detergent (Institutional),6.8,0.03,1:200,,5.91,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice,Yes,Dental Clinic; Community Health Centre; Long-Term Care Home; Medical Office Building; Psychiatric Facility; Rehabilitation Centre; Diagnostic Imaging Centre; Emergency Department; Outpatient Surgery Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
978,PROD-3904232F,Rochester Midland Corporation QuickDry Encap Plus,Rochester Midland Corporation,Carpet Cleaner (Encapsulation),5.3,0.31,1:16,380,14.41,Green Seal GS-37; UL ECOLOGO; LEED v4 Compliant,Yes,Rehabilitation Centre; Community Health Centre; Psychiatric Facility; Emergency Department; Long-Term Care Home; Outpatient Surgery Centre; Acute Care Hospital; Medical Office Building; Dental Clinic,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,Yes,Yes
979,PROD-91AF509E,National Chemical Laboratories UriClean Daily 500,National Chemical Laboratories,Toilet/Urinal Care Product,8.6,8.6,RTU (Ready-to-Use),173,13.72,UL ECOLOGO; EPA Safer Choice; LEED v4 Compliant,Yes,Medical Office Building; Diagnostic Imaging Centre; Long-Term Care Home,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
980,PROD-AF87F08F,Dustbane Products FabriClean HC 1000,Dustbane Products,Laundry Detergent (Institutional),6.2,0.06,1:100,,11.63,Green Seal GS-37; UL ECOLOGO,Yes,Acute Care Hospital; Rehabilitation Centre; Medical Office Building; Diagnostic Imaging Centre; Dental Clinic; Psychiatric Facility; Long-Term Care Home; Outpatient Surgery Centre; Community Health Centre; Emergency Department,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
981,PROD-AFAD8B60,Clean Control Corporation LowMoist CarpetCare Elite,Clean Control Corporation,Carpet Cleaner (Encapsulation),10.4,0.61,1:16,314,24.27,UL ECOLOGO; EPA Safer Choice,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Conditional,No
982,PROD-19250295,Rochester Midland Corporation StripMaster Zero-VOC Pro,Rochester Midland Corporation,Floor Wax Stripper,0.9,0.18,1:4,156,14.87,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Long-Term Care Home; Medical Office Building; Dental Clinic; Emergency Department; Psychiatric Facility; Outpatient Surgery Centre; Acute Care Hospital; Rehabilitation Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
983,PROD-442C122C,Swish Maintenance FreshZone Aerosol Plus,Swish Maintenance,Air Freshener (Spray),12.5,12.5,RTU (Ready-to-Use),860,17.23,UL ECOLOGO; EPA Safer Choice,No,,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Low VOC,Conditional,No
984,PROD-BD359958,Nyco Products ChromeGuard 700,Nyco Products,Metal Polish/Cleanser,16.9,16.9,RTU (Ready-to-Use),64,18.8,EPA Safer Choice,No,,22,26,CA-QC; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,CA-BC; CA-FED; CA-ON; US-CA,,Yes,Low VOC,Conditional,No
985,PROD-7ADC966A,Zep Inc. OvenPro Heavy Duty 1000,Zep Inc.,Oven/Grill Cleaner,5.0,5.0,RTU (Ready-to-Use),42,10.02,Green Seal GS-37; UL ECOLOGO; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Diagnostic Imaging Centre; Long-Term Care Home; Community Health Centre; Psychiatric Facility,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
986,PROD-7EF6EA73,Diversey Holdings FloorStrip Pro Elite,Diversey Holdings,Floor Wax Stripper,1.5,0.09,1:16,262,28.97,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold; LEED v4 Compliant,Yes,Emergency Department; Community Health Centre; Psychiatric Facility; Rehabilitation Centre; Acute Care Hospital; Outpatient Surgery Centre; Diagnostic Imaging Centre; Medical Office Building; Dental Clinic,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
987,PROD-199BADBD,Chase Products Co. AquaPure GP 500,Chase Products Co.,General Purpose Cleaner,8.0,0.12,1:64,371,14.57,UL ECOLOGO,Yes,Rehabilitation Centre; Long-Term Care Home; Dental Clinic; Diagnostic Imaging Centre; Medical Office Building,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,No
988,PROD-A97B82BF,Hillyard Inc. LaundryPro Institutional Max,Hillyard Inc.,Laundry Detergent (Institutional),5.6,0.06,1:100,,16.72,Green Seal GS-37; UL ECOLOGO; EPA Safer Choice,Yes,Community Health Centre; Dental Clinic; Diagnostic Imaging Centre; Emergency Department; Long-Term Care Home,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
989,PROD-A5608E90,Charlotte Products SoftTouch Institutional Select,Charlotte Products,Fabric Softener (Institutional),1.8,0.02,1:100,,7.69,UL ECOLOGO; EPA Safer Choice; UL GREENGUARD Gold,Yes,Rehabilitation Centre; Dental Clinic; Acute Care Hospital; Diagnostic Imaging Centre; Psychiatric Facility,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,No,Ultra-Low VOC,Yes,No
990,PROD-B1AEFB10,Clean Control Corporation MetalBright Pro GS,Clean Control Corporation,Metal Polish/Cleanser,32.2,32.2,RTU (Ready-to-Use),135,14.65,None,No,,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,No,No
991,PROD-0CA2112F,Nyco Products BaseCoat Remover LV,Nyco Products,Floor Wax Stripper,0.7,0.14,1:4,214,15.05,Green Seal GS-37; UL GREENGUARD Gold,Yes,Medical Office Building; Diagnostic Imaging Centre; Acute Care Hospital; Long-Term Care Home; Outpatient Surgery Centre,0,26,,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Ultra-Low VOC,Yes,Yes
992,PROD-DFC48C79,Carroll Company FabriClean HC 700,Carroll Company,Laundry Detergent (Institutional),7.3,0.04,1:200,,5.58,Green Seal GS-37,Yes,Long-Term Care Home; Emergency Department; Community Health Centre,1,26,US-FED,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,Yes,Low VOC,Yes,Yes
993,PROD-51D16BE1,Enviro-Solutions SlipSafe Finish Max,Enviro-Solutions,Floor Finish / Polish,2.4,2.4,RTU (Ready-to-Use),206,19.01,Green Seal GS-37; EPA Safer Choice; UL GREENGUARD Gold,Yes,Community Health Centre; Acute Care Hospital; Dental Clinic; Long-Term Care Home; Diagnostic Imaging Centre,26,26,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-MI; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-UT; US-VA; US-WA,,,Yes,Ultra-Low VOC,Yes,Yes
994,PROD-63053F72,Multi-Clean Inc. SpotShot Pro 700,Multi-Clean Inc.,Spot Remover,12.5,12.5,RTU (Ready-to-Use),169,15.34,UL ECOLOGO,No,,17,26,US-CT; US-DC; US-DE; US-FED; US-IA; US-IL; US-IN; US-MA; US-MD; US-ME; US-NH; US-NJ; US-NY; US-OH; US-PA; US-RI; US-VA,CA-BC; CA-FED; CA-ON; CA-QC; US-CA; US-CO; US-MI; US-UT; US-WA,,Yes,Low VOC,Conditional,No
